Name,Iata,Icao,Lat,Lon,Country,Alt,City
Sandspit Airport,YZP,CYZP,53.25433,-131.813004,Canada,21,Sandspit
Sandy Lake Airport,ZSJ,CZSJ,53.033333,-93.23333,Canada,944,Sandy Lake
Sanford Seacoast Regional Airport,SFM,KSFM,43.39389,-70.708054,United States,244,
Sanikiluaq Airport,YSK,CYSK,56.537769,-79.246597,Canada,104,Sanikiluaq
Sankt Peter-Ording Airport,PSH,EDXO,54.308887,8.686944,Germany,7,Sankt Peter-Ording
Sanliurfa GAP Airport,GNY,LTCS,37.450001,38.900002,Turkey,2700,Sanliurfa
Sanming Shaxian Airport,SQJ,ZSSM,26.428211,117.836914,China,948,
Santa Ana John Wayne Airport,SNA,KSNA,33.675659,-117.867996,United States,56,Santa Ana
Santa Barbara Municipal Airport,SBA,KSBA,34.426182,-119.841003,United States,13,Santa Barbara
Santa Clara Abel Santamaria Airport,SNU,MUSC,22.492189,-79.943604,Cuba,338,Santa Clara
Santa Cruz El Trompillo Airport,SRZ,SLET,-17.811501,-63.171398,Bolivia,1371,Santa Cruz
Santa Cruz Viru Viru International Airport,VVI,SLVR,-17.644699,-63.1353,Bolivia,1225,Santa Cruz
Santa Fe Municipal Airport,SAF,KSAF,35.6171,-106.088997,United States,6348,Santa Fe
Santa Fe Sauce Viejo Airport,SFN,SAAV,-31.711599,-60.8116,Argentina,56,Santa Fe
Santa Maria Airport,SMA,LPAZ,36.97139,-25.170601,Portugal,308,Santa Maria (island)
Santa Maria Airport,SMG,SPMR,-12.391389,-76.755836,Peru,769,
Santa Maria Airport,RIA,SBSM,-29.711111,-53.688057,Brazil,287,Santa Maria
Santa Maria Public Airport,SMX,KSMX,34.898911,-120.457001,United States,261,Santa Maria
Santa Marta Simon Bolivar International Airport,SMR,SKSM,11.11972,-74.230797,Colombia,22,Santa Marta
Santa Monica Airport,SMO,KSMO,34.017735,-118.449646,United States,175,Santa Monica
Santa Paula Airport,SZP,KSZP,34.346943,-119.061668,United States,245,
Santa Rosa Airport,RSA,SAZR,-36.588299,-64.275597,Argentina,630,Santa Rosa
Santa Rosa Sonoma County Airport,STS,KSTS,38.508888,-122.811668,United States,128,Santa Rosa
Santa Ynez Airport,SQA,KIZA,34.606945,-120.075554,United States,671,
Santander Airport,SDR,LEXJ,43.427059,-3.82,Spain,16,Santander
Santarem Maestro Wilson Fonseca Airport,STM,SBSN,-2.42243,-54.792702,Brazil,198,Santarem
Santiago de Compostela Airport,SCQ,LEST,42.896332,-8.41514,Spain,1213,Santiago
Santiago de Cuba Antonio Maceo Airport,SCU,MUCU,19.969761,-75.835403,Cuba,249,Santiago De Cuba
Santiago de los Caballeros Cibao International Airport,STI,MDST,19.40609,-70.604599,Dominican Republic,565,Santiago
Santiago del Estero Airport,SDE,SANE,-27.7656,-64.310097,Argentina,656,Santiago Del Estero
Santiago International Airport,SCL,SCEL,-33.392899,-70.785797,Chile,1555,Santiago
Santo Angelo Airport,GEL,SBNM,-28.281601,-54.169102,Brazil,1056,Santo Angelo
Santo Domingo Buenaventura Vivas Airport,STD,SVSO,7.565111,-72.035103,Venezuela,1083,Santo Domingo
Santo Domingo La Isabela International Airport,JBQ,MDJB,18.575556,-69.981392,Dominican Republic,15,La Isabela
Santo Domingo Las Americas International Airport,SDQ,MDSD,18.429661,-69.6689,Dominican Republic,59,Santo Domingo
Santorini Thira National Airport,JTR,LGSR,36.399158,25.47933,Greece,127,Thira
Sanya Phoenix International Airport,SYX,ZJSY,18.302891,109.412201,China,92,Sanya
Sao Carlos Airport,QSC,SDSC,-21.871481,-47.903568,Brazil,2631,Sao Carlos
Sao Jorge Airport,SJZ,LPSJ,38.665501,-28.1758,Portugal,311,Sao Jorge Island
Sao Jose Do Rio Preto Airport,SJP,SBSR,-20.8165,-49.406502,Brazil,1784,Sao Jose Do Rio Preto
Sao Jose dos Campos Airport,SJK,SBSJ,-23.2281,-45.862701,Brazil,2120,Sao Jose Dos Campos
Sao Luis Airport,SLZ,SBSL,-2.58536,-44.2341,Brazil,178,Sao Luis
Sao Paulo Campo de Marte Airport,RTE,SBMT,-23.509495,-46.634411,Brazil,2368,Sao Paulo
Sao Paulo Congonhas Airport,CGH,SBSP,-23.6266,-46.6553,Brazil,2631,Sao Paulo
Sao Paulo Guarulhos International Airport,GRU,SBGR,-23.431999,-46.469501,Brazil,2459,Sao Paulo
Sao Tome International Airport,TMS,FPST,0.378175,6.712153,Sao Tome And Principe,33,Sao Tome
Sao Vang Tho Xuan Airport,THD,VVTX,19.901667,105.467781,Vietnam,73,
Sao Vicente Cesaria Evora Airport,VXE,GVSV,16.833679,-25.0546,Cape Verde,66,Sao Vicente Island
Sapporo New Chitose Airport,CTS,RJCC,42.7752,141.6922,Japan,82,Sapporo
Sapporo Okadama Airport,OKD,RJCO,43.1143,141.383102,Japan,25,Sapporo
Sarajevo International Airport,SJJ,LQSA,43.824581,18.331461,Bosnia And Herzegovina,1708,Sarajevo
Saranac Lake Adirondack Regional Airport,SLK,KSLK,44.382778,-74.206665,United States,1663,Saranac Lake
Saransk Airport,SKX,UWPS,54.125,45.215,Russia,676,Saransk
Sarasota-Bradenton International Airport,SRQ,KSRQ,27.395439,-82.554298,United States,30,Sarasota
Saratoga Shively Field Airport,SAA,KSAA,41.445,-106.809998,United States,6987,SARATOGA
Saratov Gagarin Airport,GSV,UWSG,51.716667,46.166668,Russia,103,
Saravena Los Colonizadores Airport,RVE,SKSA,6.95,-71.849998,Colombia,-1,Saravena
Sari Airport,SRY,OINZ,36.635727,53.197277,Iran,35,Dasht-e-naz
Sarnia Chris Hadfield Airport,YZR,CYZR,42.999439,-82.3088,Canada,594,Sarnia
Saskatoon John G. Diefenbaker International Airport,YXE,CYXE,52.17083,-106.698997,Canada,1653,Saskatoon
Satu Mare International Airport,SUJ,LRSM,47.70327,22.8857,Romania,405,Satu Mare
Sault Sainte Marie Chippewa County International Airport,CIU,KCIU,46.25,-84.470001,United States,799,Sault Ste Marie
Sault Ste Marie Municipal Airport,SSM,KANJ,46.479164,-84.368279,United States,709,
Sault Ste. Marie Airport,YAM,CYAM,46.485001,-84.509399,Canada,630,Sault Sainte Marie
Saumlaki Mathilda Batlayeri Airport,SXK,WAPI,-7.988139,131.304825,Indonesia,219,Saumlaki
Saurimo Airport,VHC,FNSA,-9.68906,20.43187,Angola,3584,Saurimo
Savannah Hilton Head International Airport,SAV,KSAV,32.127579,-81.202103,United States,50,Savannah
Savannakhet Airport,ZVK,VLSK,16.556589,104.759499,Laos,509,Savannakhet
Savonlinna Airport,SVL,EFSA,61.943062,28.945129,Finland,311,Savonlinna
Savoonga Airport,SVA,PASA,63.68639,-170.492004,United States,59,Savoonga
Savusavu Airport,SVU,NFNS,-16.8027,179.3405,Fiji,-1,Savusavu
Scammon Bay Airport,SCM,PACM,61.845299,-165.570999,United States,14,Scammon Bay
Scarborough International Airport,TAB,TTCP,11.14965,-60.8321,Trinidad And Tobago,37,Scarborough
Scatsta Airport,SCS,EGPM,60.432777,-1.296111,United Kingdom,81,Scatsta
Schefferville Airport,YKL,CYKL,54.805271,-66.805199,Canada,1709,Schefferville
Schenectady County Airport,SCH,KSCH,42.853489,-73.92849,United States,335,Scotia NY
Schwerin Parchim International Airport,SZW,EDOP,53.426991,11.78343,Germany,166,Parchim
Scottsbluff Western Nebraska Regional Airport,BFF,KBFF,41.87402,-103.595001,United States,3967,Scottsbluff
Scottsdale Airport,SCF,KSDL,33.619999,-111.910004,United States,1510,Scottsdale
Searcy Municipal Airport,SRC,KSRC,35.25,-91.73333,United States,264,
Seattle Boeing Field,BFI,KBFI,47.5341,-122.305901,United States,21,Seattle
Seattle Tacoma International Airport,SEA,KSEA,47.4482,-122.311203,United States,433,Seattle
Sebring Regional Airport,SEF,KSEF,27.457996,-81.344421,United States,63,Sebring
Sedona Airport,SDX,KSEZ,34.866669,-111.76667,United States,4830,Sedona
Seinajoki Airport,SJY,EFSI,62.692108,22.832319,Finland,302,Seinäjoki / Ilmajoki
Seiyun Airport,GXF,OYSY,15.961794,48.787086,Yemen,2097,Sayun Intl
Selawik Airport,WLK,PASK,66.602776,-159.983337,United States,25,Selawik
Selayar Islands H. Aroeppala Airport,KSR,WAWH,-6.178611,120.437225,Indonesia,13,Selayar
Seldovia Airport,SOV,PASO,59.442501,-151.704163,United States,29,
Seletar Airport,XSP,WSSL,1.41695,103.867599,Singapore,36,Singapore
Selinsgrove Penn Valley Airport,SEG,KSEG,40.849998,-76.849998,United States,450,
Semarang Achmad Yani International Airport,SRG,WAHS,-6.97144,110.3741,Indonesia,13,
Semipalatinsk Semey Airport,PLX,UASS,50.351299,80.23436,Kazakhstan,761,Semiplatinsk
Sendai Airport,SDJ,RJSS,38.139721,140.916901,Japan,15,Sendai
Seo de Urgel Airport,LEU,LESU,42.338612,1.409167,Spain,2628,Seo De Urgel
Seoul Gimpo International Airport,GMP,RKSS,37.558311,126.790497,South Korea,58,Seoul
Seoul Incheon International Airport,ICN,RKSI,37.46907,126.4505,South Korea,23,Seoul
Sept-Iles Airport,YZV,CYZV,50.223331,-66.265503,Canada,180,Sept-iles
Seronera Airstrip,SEU,HTSN,-2.4567,34.821545,Tanzania,5039,Seronera
Serra Talhada Santa Magalhaes Airport,SET,SNHS,-8.062396,-38.328785,Brazil,1542,
Setif Ain Arnat Airport,QSF,DAAS,36.17812,5.324494,Algeria,3330,Setif
Sevierville Gatlinburg Airport,GKT,KGKT,35.8578,-83.528702,United States,1014,
Seville San Pablo Airport,SVQ,LEZL,37.417999,-5.8931,Spain,111,Sevilla
Seward Airport,SWD,PAWD,60.1269,-149.419006,United States,22,Seward
Seymour Baltra Galapagos Airport,GPS,SEGS,-0.45375,-90.2659,Ecuador,207,Galapagos
Sfax–Thyna International Airport,SFA,DTTX,34.717949,10.69097,Tunisia,85,Sfax
Shache Yeerqiang Airport,QSZ,ZWSC,38.244999,77.059998,China,4232,
Shageluk Airport,SHX,PAHX,62.692299,-159.569,United States,79,Shageluk
Shahrekord Airport,CQD,OIFS,32.297199,50.842201,Iran,6723,Shahre Kord
Shahroud Airport,RUD,OIMJ,36.425301,55.104198,Iran,4215,Emam Shahr
Shakhtyorsk Airport,EKS,UHSK,49.189602,142.085464,Russia,64,
Shaktoolik Airport,SKK,PFSH,64.324165,-161.138885,United States,24,Shaktoolik
Shamattawa Airport,ZTM,CZTM,55.858505,-92.080353,Canada,263,Shamattawa
Shanghai Hongqiao International Airport,SHA,ZSSS,31.19787,121.336304,China,10,Shanghai
Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,13,Shanghai
Shangrao Sanqingshan Airport,SQD,ZSSR,28.39212,117.961327,China,334,
Shangri-La Diqing Airport,DIG,ZPDQ,27.793333,99.67733,China,10761,Shangri-La
Shannon Airport,SNN,EINN,52.701969,-8.92481,Ireland,46,Shannon
Shaoguan Danxia Airport,HSC,ZGSG,24.976419,113.421494,China,273,
Shaoyang Wugang Airport,WGN,ZGSY,26.802,110.641998,China,1444,
Sharjah International Airport,SHJ,OMSJ,25.328569,55.517151,United Arab Emirates,111,Sharjah
Sharm el-Sheikh International Airport,SSH,HESH,27.97728,34.394951,Egypt,143,Sharm El Sheikh
Sharurah Domestic Airport,SHW,OESH,17.466869,47.121429,Saudi Arabia,2363,Sharurah
Sheboygan County Memorial Airport,SBM,KSBM,43.764751,-87.850708,United States,741,Sheboygan
Shennongjia Hongping Airport,HPG,ZHSN,31.633612,110.338058,China,8465,Shennongjia
Shenyang Taoxian International Airport,SHE,ZYTX,41.639839,123.483398,China,198,Shenyang
Shenzhen Bao'an International Airport,SZX,ZGSZ,22.63925,113.8106,China,13,Shenzhen
Sherbrooke,YSC,CYSC,45.43861,-71.691299,Canada,792,Sherbrooke
Sheridan County Airport,SHR,KSHR,44.774166,-106.977219,United States,4024,Sheridan
Sherman North Texas Regional Airport,PNX,KGYI,33.714169,-96.673615,United States,749,
Shigatse Peace Airport,RKZ,ZURK,29.351944,89.309998,China,12467,
Shihezi Huayuan Airport,SHF,ZWHZ,44.241669,85.891113,China,1690,
Shijiazhuang Zhengding International Airport,SJW,ZBSJ,38.274376,114.694427,China,233,Shijiazhuang
Shillong Airport,SHL,VEBI,25.704872,91.975983,India,2910,Shillong
Shimla Airport,SLV,VISM,31.081667,77.068054,India,5072,Shimla
Shimojishima Airport,SHI,RORS,24.82666,125.144699,Japan,54,Shimojishima
Shiraz International Airport,SYZ,OISS,29.53924,52.589779,Iran,4920,Shiraz
Shirdi Airport,SAG,VASD,19.68861,74.378891,India,1926,
Shishmaref Airport,SHH,PASH,66.249557,-166.089005,United States,13,Shishmaref
Shiyan Wudangshan Airport,WDS,ZHSY,32.591667,110.907776,China,1207,Shiyan
Shizuoka Airport,FSZ,RJNS,34.796108,138.189407,Japan,433,
Show Low Regional Airport,SOW,KSOW,34.2654,-110.0056,United States,6415,Show Low
Shreveport Downtown Airport,DTN,KDTN,32.540199,-93.745003,United States,179,Shreveport
Shreveport Regional Airport,SHV,KSHV,32.446609,-93.8256,United States,258,Shreveport
Shungnak Airport,SHG,PAGH,66.888054,-157.162506,United States,197,Shungnak
Shuttle Landing Facility,QQS,KTTS,28.615,-80.694504,United States,10,Tsaratanana
Shymkent International Airport,CIT,UAII,42.364159,69.478882,Kazakhstan,1385,Chimkent
Sialkot International Airport,SKT,OPST,32.535557,74.363892,Pakistan,837,Sialkot
Siauliai International Airport,SQQ,EYSA,55.893879,23.39497,Lithuania,443,Siauliai
Sibiu International Airport,SBZ,LRSB,45.785789,24.091181,Romania,1520,Sibiu
Sibolga Ferdinand Lumban Tobing Airport,FLZ,WIMS,1.555833,98.888885,Indonesia,32,Sibolga
Siborong-Borong Silangit Airport,DTB,WIMN,2.259722,98.995277,Indonesia,1420,Siborong-Borong
Sibu Airport,SBW,WBGS,2.261603,111.985298,Malaysia,122,Sibu
Siddharthanagar Bhairahawa Airport,BWA,VNBW,27.507219,83.418053,Nepal,358,Bhairawa
Sidney Municipal Airport,SNY,KSNY,41.099445,-102.982498,United States,4313,Sidney
Sidney Richland Municipal Airport,SDY,KSDY,47.70686,-104.192001,United States,1985,Sidney
Siegen Siegerland Airport,SGE,EDGS,50.707699,8.08297,Germany,1966,Siegerland
Siem Reap International Airport,REP,VDSR,13.41066,103.812798,Cambodia,60,Siem-reap
Siena Ampugnano Airport,SAY,LIQS,43.256279,11.25503,Italy,634,Siena
Siglufjordur Airport,SIJ,BISI,66.133331,-18.916599,Iceland,10,Siglufjordur
Sihanoukville International Airport,KOS,VDSV,10.57968,103.636803,Cambodia,33,Sihanoukville
Siirt Airport,SXZ,LTCL,37.978901,41.840401,Turkey,2001,Siirt
Silao Del Bajio International Airport,BJX,MMLO,20.99346,-101.480003,Mexico,5956,Del Bajio
Silchar Airport,IXS,VEKU,24.91292,92.978737,India,352,Silchar
Siliguri Bagdogra Airport,IXB,VEBD,26.6812,88.32856,India,412,Baghdogra
Silver City Grant County Airport,SVC,KSVC,32.631943,-108.153893,United States,5446,
Simara Airport,SIF,VNSI,27.159451,84.980118,Nepal,450,Simara
Simferopol International Airport,SIP,UKFF,45.052219,33.975128,Ukraine,639,Simferopol
Simikot Airport,IMK,VNST,29.9711,81.818901,Nepal,9246,Simikot
Sindhudurg Airport,SDW,VOSR,16.002501,73.531113,India,211,
Singapore Changi Airport,SIN,WSSS,1.350189,103.9944,Singapore,22,Singapore
Sinop Airport,OPS,SBSI,-11.878573,-55.581558,Brazil,1280,
Sinop Airport,NOP,LTCM,42.019001,35.079189,Turkey,-1,Sinop
Sint Maarten Grand Case Airport,SFG,TFFG,18.100555,-63.048889,Guadeloupe,22,St. Martin
Sint Maarten Princess Juliana International Airport,SXM,TNCM,18.040951,-63.108898,Netherlands,14,Philipsburg
Sintang Airport,SQG,WIOS,0.083333,111.583336,Indonesia,-1,Sintang-Borneo Island
Sion Airport,SIR,LSGS,46.219589,7.326764,Switzerland,1585,Sion
Sioux Falls Regional Airport,FSD,KFSD,43.582008,-96.741898,United States,1430,Sioux Falls
Sioux Gateway Airport,SUX,KSUX,42.402599,-96.3843,United States,1098,Sioux City
Sioux Lookout Airport,YXL,CYXL,50.11388,-91.905197,Canada,1258,Sioux Lookout
Sir Bani Yas Airport,XSB,OMBY,24.283974,52.583874,United Arab Emirates,20,Sir Bani Yas Island
Sirjan Airport,SYJ,OIKY,29.5509,55.672699,Iran,5846,Sirjan
Sirnak Airport,NKT,LTCV,37.363888,42.060001,Turkey,2038,Cizre
Sirri Island Airport,SXI,OIBS,25.908899,54.539398,Iran,43,Siri Island
Sishen Airport,SIS,FASS,-27.6486,22.999269,South Africa,3848,Sishen
Sisimiut Airport,JHS,BGSS,66.951279,-53.729301,Greenland,33,Sisimiut
Sitia Public Airport,JSH,LGST,35.216099,26.10132,Greece,376,Sitia
Sitka Rocky Gutierrez Airport,SIT,PASI,57.047131,-135.360992,United States,26,Sitka
Sittwe Airport,AKY,VYSW,20.1327,92.87262,Myanmar (Burma),27,Sittwe
Sivas Nuri Demirag Airport,VAS,LTAR,39.81382,36.903488,Turkey,5236,Sivas
Skagway Airport,SGY,PAGY,59.46006,-135.315002,United States,44,Skagway
Skardu Airport,KDU,OPSD,35.335499,75.536041,Pakistan,7316,Skardu
Skelleftea Airport,SFT,ESNS,64.624771,21.076891,Sweden,157,Skelleftea
Skiathos Island National Airport,JSI,LGSK,39.177101,23.50367,Greece,54,Skiathos
Skien Airport,SKE,ENSN,59.185001,9.566944,Norway,463,Skien
Skive Airport,SQW,EKSV,56.550201,9.17298,Denmark,74,Skive
Skopje International Airport,SKP,LWSK,41.96162,21.62138,North Macedonia,781,Skopje
Skovde Airport,KVB,ESGR,58.456402,13.9727,Sweden,324,Skovde
Skukuza Airport,SZK,FASZ,-24.960899,31.58873,South Africa,1020,Skukuza
Skyros Island National Airport,SKU,LGSY,38.967548,24.487221,Greece,44,Skiros
Slave Lake Airport,YZH,CYZH,55.293049,-114.777,Canada,1912,Slave Lake
Sleetmute Airport,SLQ,PASL,61.705002,-157.166672,United States,178,Sleetmute
Sliac Airport,SLD,LZSL,48.637829,19.1341,Slovakia,1043,Sliac
Sligo Airport,SXL,EISG,54.280209,-8.5992,Ireland,11,Sligo
Smithers Airport,YYD,CYYD,54.824718,-127.181999,Canada,1712,Smithers
Smyrna Airport,MQY,KMQY,36.0,-86.519997,United States,543,Smyrna
Sochi International Airport,AER,URSS,43.449921,39.956581,Russia,89,Sochi
Socotra Airport,SCT,OYSQ,12.63067,53.905769,Yemen,146,Socotra
Sofia Airport,SOF,LBSF,42.69519,23.40616,Bulgaria,1742,Sofia
Sogndal Airport,SOG,ENSG,61.156109,7.136614,Norway,1634,Sogndal
Sohag International Airport,HMB,HEMK,26.339918,31.73933,Egypt,859,Sohag
Sohar Airport,OHS,OOSH,24.391844,56.622639,Oman,144,Sohar
Solomon Airport,SLJ,YSOL,-22.253553,117.848686,Australia,2028,
Sonderborg Airport,SGD,EKSB,54.964359,9.791731,Denmark,24,Soenderborg
Songea,SGX,HTSO,-10.683,35.583,Tanzania,3445,Songea
Songkhla Airport,SGZ,VTSH,7.18656,100.608002,Thailand,12,Songkhla
Songpan Jiuzhai Huanglong Airport,JZH,ZUJZ,32.856667,103.68306,China,11311,Jiuzhaigou
Songwe Airport,MBI,HTGW,-8.922018,33.274021,Tanzania,5623,
Sorkjosen Airport,SOJ,ENSR,69.786827,20.95944,Norway,16,Sorkjosen
Sorocaba Airport,SOD,SDCO,-23.478001,-47.490002,Brazil,2077,Sorocaba
Sorong Dominique Edward Osok Airport,SOQ,WASS,-0.894167,131.288895,Indonesia,10,
Sorriso Airport,SMT,SBSO,-12.479939,-55.674873,Brazil,1266,
South Bend Airport,SBN,KSBN,41.708221,-86.317299,United States,798,South Bend
South Bimini Airport,BIM,MYBS,25.699881,-79.264603,Bahamas,10,Alice Town
South Caicos Airport,XSC,MBSC,21.51573,-71.528503,Turks And Caicos Islands,9,South Caicos
South Lake Tahoe Airport,TVL,KTVL,38.894169,-119.994446,United States,6264,South Lake Tahoe
Southampton Airport,SOU,EGHI,50.95026,-1.3568,United Kingdom,44,Southampton
Southern Pines Moore County Airport,SOP,KSOP,35.23761,-79.388794,United States,438,Pinehurst-Southern Pines
Southport Airport,SHQ,YSPT,-27.915001,153.373001,Australia,2,
Southwest Florida International Airport,RSW,KRSW,26.53616,-81.755096,United States,30,Fort Myers
Sovetsky Airport,OVS,USHS,61.32,63.604401,Russia,351,Sovetskiy
Soyo Airport,SZA,FNSO,-6.14108,12.37176,Angola,15,Soyo
Spartanburg Downtown Memorial Airport,SPA,KSPA,34.91,-81.949997,United States,801,
Spearfish Black Hills Airport,SPF,KSPF,44.480278,-103.783058,United States,3931,Spearfish-South Dakota
Spencer Municipal Airport,SPW,KSPW,43.163891,-95.200836,United States,1339,Spencer
Spirit of St. Louis Airport,SUS,KSUS,38.66,-90.650002,United States,463,Null
Split Airport,SPU,LDSP,43.53894,16.29796,Croatia,79,Split
Spokane Felts Field,SFF,KSFF,47.682812,-117.321999,United States,1957,Spokane
Spokane International Airport,GEG,KGEG,47.619862,-117.532997,United States,2385,Spokane
Spring Point Airport,AXP,MYAP,22.44182,-73.970802,Bahamas,11,Spring Point
Springdale Municipal Airport,SPZ,KASG,36.176388,-94.119164,United States,1353,
Springfield Abraham Lincoln Capital Airport,SPI,KSPI,39.844101,-89.677803,United States,597,Springfield
Springfield Beckley Municipal Airport,SGH,KSGH,39.840279,-83.840279,United States,1052,Springfield
Springfield Branson National Airport,SGF,KSGF,37.245659,-93.388603,United States,1268,Springfield
Springfield Westover Metropolitan Airport,CEF,KCEF,42.194012,-72.534698,United States,241,Chicopee Falls
Srinagar Airport,SXR,VISR,33.987129,74.774246,India,5429,Srinagar
St George Airport,SGO,YSGE,-28.053333,148.593887,Australia,656,St George
St-Yan Airport,SYT,LFLN,46.412498,4.01326,France,796,St.-yan
St. Anthony Airport,YAY,CYAY,51.391941,-56.083,Canada,108,St. Anthony
St. Athan Airport,DGX,EGSY,51.404106,-3.439235,United Kingdom,163,Fowlmere
St. Augustine Northeast Florida Regional Airport,UST,KSGJ,29.959324,-81.337852,United States,5,St. Augustine Airport
St. Catharines Niagara District Airport,YCM,CYSN,43.1917,-79.1717,Canada,321,Saint Catherines
St. Cloud Regional Airport,STC,KSTC,45.546665,-94.059998,United States,1031,Saint Cloud
St. Croix Henry E. Rohlsen Airport,STX,TISX,17.70155,-64.801697,Virgin Islands US,74,St. Croix Island
St. Gallen Altenrhein Airport,ACH,LSZR,47.485031,9.560775,Switzerland,1306,Altenrhein
St. George Island Airport,STG,PAPB,56.575466,-169.664078,United States,108,Point Barrow
St. George Regional Airport,SGU,KSGU,37.029999,-113.510002,United States,2884,Saint George
St. Jean Gustaf III Airport,SBH,TFFJ,17.90444,-62.843601,Guadeloupe,49,Gustavia
St. John's International Airport,YYT,CYYT,47.61861,-52.7519,Canada,461,St. John's
St. Louis Downtown Airport,CPS,KCPS,38.573383,-90.146217,United States,409,
St. Louis Lambert International Airport,STL,KSTL,38.748692,-90.370003,United States,618,St. Louis
St. Mary's Airport,KSM,PASM,62.060001,-163.300003,United States,312,St Mary's
